is_sarcastic,headline
1,"‘Just Know It’s Far Worse Than Whatever President Water Did,’ Says Trump Explaining Obamagate"
1,So-Called Hero Puts Eggs At Bottom Of Grocery Bag
1,No One Aware Coworker Stormed Out Of Slack Meeting
1,Singing Birds Dressing Princess All Struggling With Bra Clasp
1,"U.S. Economists Predict Endless, Mandelbrot-Shaped Recovery"
1,Biden Campaign Email Trails Off Halfway Through
1,Blue Angels Pilot Blushes After Jet Speeds Through Bras And Panties Strung On Alley Clothesline
1,"Yeah, Well, Duck-Billed Platypus Thinks You Look Like Weird Little Freak Too"
1,"Coffee Made, Poured, Consumed Without Single Conscious Thought"
1,‘God Bless Our Heroes!’ Written Where Tip Should Be
1,Last Cheerio Chased Around The Bowl For A Few Laps
1,Speedrunner Accidentally Enjoys Game For A Moment
1,Georgia Governor Disgusted By Inhumane Filming Of Black Man’s Murder
1,"Kansas Unveils $1.5 Million, 50,000-Square-Mile ‘Bless This Mess’ Border Mat"
1,New York City Shuts Down Subway Overnight To Disinfect Rats
1,Bride Only One Not Relieved About Postponed Wedding Date
1,Camouflage-Wearing Protesters Pose With Virus They Caught
1,Indomitable Honey Bee Stings Itself Rather Than Fall To Asian Hornet
1,Elena Kagan Mutes Microphone So She Can Listen To Supreme Court Arguments While Washing Dishes
1,Carlos Santana Signs 30-Year Contract Extension With Longtime Hat
1,Glade Unveils New Strap-On Air Freshener
1,Hospital Room Admittedly Nice Change Of Scenery
1,"Thousands Of Pigs, Cattle Across Nation Stage Walkout Strike Following Trump’s Demands To Keep Meat Plants Open"
1,Woman In Studio Apartment Jealously Watches Woman Standing On Balcony Jealously Watching Woman Relaxing In Yard
1,Dog Screamed Into
1,Millions Of Texans Pop Out Of Barrels To Engage In Shootout After Governor Announces Reopening Of State
1,Creatively Unfulfilled Hubble Telescope Transitions From Photography To Decoupage
1,Every Day Garbage Day For Garbage Man
1,"‘The Food Supply Chain Is Breaking Down,’ Screams Tyson CEO Being Swallowed Whole By Chicken"
1,North Korean Media Report Kim Jong-Un In Best Health Of Life After Receiving Hundreds Of Heart Transplants
1,Cracker Barrel Booth Really Missed Moron’s Giant Ass
1,Occupation Drop-Down Menu Forces Man To Scroll Past List Of Every Existing Job Before He Can Select ‘Unemployed’
1,Report: Jogger Brushing Past You On Street Yesterday All It Took
1,Burnt Piece Of Toast On Top Of Trash Serves As Humiliating Monument To Culinary Failures
1,Man Reaches First Of Dozens Of Breaking Points To Come
1,"Wincing, Screaming Mom Feels Searing Pain In Head Every Time Daughter Across Country Wears Sock With Hole In It"
1,Lower Smog Levels Revealing Poorly Rendered Parts Of California
1,"Shaggy, Curly-Nailed Georgia Governor Urges Salons To Reopen"
1,Oil Paintings Plunge Into Negative Pricing As Market Overrun With Surplus Of Still Lifes
1,Shortage Of Supplies Forces Surgeon To Wear Boxing Gloves For Operation
1,It Starting To Become Pretty Clear Just How Much Cruises Were The Bedrock Of Parents’ Marriage
1,Supply Chain Breakdown Forces Ford To Leave Millions Of F-150s Rotting On Vine
1,Theoretical Commodities Trader Explodes Into Flash Of Pure Energy While Attempting To Buy Negative-Priced Oil
1,Land O’ Lakes Displaces Innocent Native American
1,Billions Of Viruses Gathered Outside Michigan State Capitol Call For End To Social Distancing Measures
1,Mental Health Walk Spent Being Glared At By Quarantined People In Windows
1,"Obama: ‘I’m So Proud To Endorse Joe Biden—That’s Who They Went With, Huh?—For President’"
1,"LEGO Unveils New 20,000-Piece Ventilator Set To Aid Supply Shortage"
1,Furloughed SeaWorld Orca Trying To Make Ends Meet By Picking Up Trader Joe’s Shift
1,"‘I Congratulate Joe Biden, A Very Decent Man,’ Says Bernie Sanders In Unprovoked Attack On Democratic Party Unity"
1,Olympic Torchbearer Has Been Jogging In Place On Street Corner For Past 2 Weeks
1,Black Man Followed In Store From Exactly 6 Feet Away
1,Wisconsin Primary Voters Receive ‘I Voted’ Gravestones
1,"Boris Johnson Released From Hospital After Defunding It, Shutting It Down"
1,"Surgeon General: ‘This Week Will Be Like Another Pearl Harbor—And Not In A Good Way, Either’"
1,Remington Releases .000009 Millimeter Anti-Viral Bullet
1,"ESPN Execs: ‘Fuck It, Air The Dogfighting’"
1,"Los Angeles Mayor Urges Residents To Wear Face Masks, Lose 15 Pounds, Maybe Go Brunette"
1,"Woman Working From Home Not Sure She’ll Ever Be Able To Go Back To Regularly Wearing Bra, Dress, Big White Gloves, Minnie Mouse Head"
1,Cousin Reluctantly Checked In On
1,Golden Corral Introduces Carry-Out 150-Choice Buffet
1,Life Risked Once Again Purchasing Frozen Waffles
1,Horse Probably Only Vegetarian For Attention
1,New York City Health Officials Board Up Sun To Discourage Large Groups From Gathering Outside
1,Trump Delays Easter To July 15 To Keep Promise On Coronavirus
1,Increasingly Unhinged Melissa Clark Instructs ‘New York Times’ Readers How To Make Pizza From Old Cardboard Box
1,Unpatriotic Whiner Demands Ventilator
1,Jigsaw Puzzle Missing Like 999 Pieces
1,Woman Working From Home Instinctively Tries To Steal Tampons From Own Bathroom
1,Trump’s Call To Reopen Economy Attributed To New Floating Virus Cloud Advisor
1,"‘This Tastes Like Nothing, I Must Have Coronavirus,’ Says Man Who Has Only Eaten Mac And Cheese For Last 8 Meals"
1,Employee Working From Home Frantically Trying To Finish Report By End Of Days
1,CDC Urges Americans To Prevent Spread Of Germs By Beatboxing Into Elbow
1,Report: Cat Can Tell You’ve Been Drinking Again
1,Idaho Governor Orders State’s Restaurant To Be Shut Down
1,‘I Have Coronavirus And I Am Dead’ Says Trump Furthering Confusion Over COVID-19
1,‘New York Times’ Offering Free Access To Obituaries During Coronavirus Outbreak
1,Federal Reserve Takes Drastic Action By Pumping $1.5 Trillion Into The Ether
1,Italy Travel Ban Gives Rise To Underground Network Of Gondoliers Smuggling Tourists Into Country
1,Harvey Weinstein Placed Under Intensive Suicide Encouragement At Rikers Island
1,Coworkers At Bathroom Sink Locked In Tense Standoff Over Who Going To Wash Hands Longer
1,‘You A Pumpkin-Headed Bitch’ Announces Bus Teenager
1,Dole Introduces New Voice-Activated Grapefruit
1,Cashier Enlists Assistance Of Slightly More Competent Cashier
1,Fact That Man Being Criticized Just Goes To Prove His Point
1,Bat Scientists Urge Colony To Reduce Spread Of Coronavirus By Sneezing Into Wing
1,Restaurant Expensive Enough That Menu Just Single Sheet Of Really Nice Paper
1,Man Loses Control Of Stretch
1,Closet With The Luggage All Fucked Up
1,Baby Totally Strung Out On Attention
1,"‘I’m Proud To Endorse Biden And So Are All Of You,’ Announces Pipe-Waving Amy Klobuchar"
1,Building Self-Conscious About Patch Of Discolored Bricks
1,Trump Claims Responsibility For Longest Black History Month In 4 Years
1,"Authorities Arrest 15,000 At FugitiveCon 2020"
1,"New, Inclusive Gerber Campaign Features First Adult Gerber Baby"
1,Pete Buttigieg Pivots From Mimicking Obama To Mimicking Sanders In Attempt To Gain Ground
1,Breaking: Mama!
1,This The Part Of Musical Number Where Everyone In Chorus Slowly Kneels Around Main Character
1,Handwritten Sign Clarifies Flooded Urinal Covered In Garbage Bag ‘Out Of Order’
1,"‘Tell Me About It, Stud,’ Says Pleather-Clad Elizabeth Warren On Debate Stage In Effort To Court Bad Boy Demographic"
1,Quentin Tarantino Has Son In Latest Homage To Spaghetti Western Director Sergio Leone
1,"Dead-Eyed Tattoo Artist Has Inked ‘Tomorrow Is Promised To No One’ 5,000 Times In Past Year"
1,Jörmungandr Succumbs To First Recorded Case Of Human-To-God Coronavirus Transmission
1,Outback Introduces New Bloomin’ Cow
1,"‘You Take These Cuffs Off Of Me And I’ll Make You A Star,’ Says Harvey Weinstein To Female Bailiff Escorting Him Out Of Courtroom"
1,PETA Quietly Testing ‘Coronavirus Is A Living Thing’ Ad Spots In Few Small Markets
1,Indian Elephant Forced To Busk On Hollywood Boulevard After Los Angeles Bans Exotic Animal Performers
1,Everyone In Symphony Audience Has Finger Cocked Under Beer Can Tab For First Sign of Crescendo
1,"‘Four Quarts Make A Gallon. The Frontal Lobe Controls Decision Making. The Ottoman Empire Dissolved In 1922,” Says Amy Klobuchar, Continuing To Name Trivia Facts Hours After Debate Ends"
1,Mom With Arms Full Of Groceries Holds Baby By Scruff Of Neck With Mouth
1,Stephen Miller Spends Entire Honeymoon In Hotel Room Calling ICE On Cleaning Staff
1,Chuck Todd Reminds Candidates That If They Want More Time To Speak There Are Melee Weapons Under Each Of Their Lecterns
1,Last-Second DNC Rule Change Requires Candidates Spend At Least $300 Million Of Own Fortune To Make Debate Stage
1,Carnival Sinks Cruise Ship Rather Than Letting It Fall Into Coronavirus’ Clutches
1,Rod Blagojevich Somehow Already Governor Of Illinois Again Minutes After Prison Release
1,Trump Celebrates New Hospital Opening With Oxygen Tube-Cutting Ceremony
1,Man Who Didn’t Order Anything Online Still Checks Name On Package Just In Case Amazon Sent Him A Little Present
1,Mayo Clinic Offers Special Chocolate Heart Transplant For Valentine’s Day
1,Dad Unleashes Haunting Moan Of Satisfaction Upon Descending Into Hot Tub
1,Mike Bloomberg: ‘I Apologize For The Damages My Past Policies Have Caused To The Negro Community’
1,Diagram Warning Child Could Drown In Bucket Much More Clear In Hindsight
1,Man Scrambling To Furnish Apartment Before Date Shows Up
1,Best In Show Poodle Tearfully Advocates For Joaquin Phoenix Rights During Speech At Westminster Dog Show
1,Man Has Faint Inkling Of What Greeting Card With Picture Of Donkey On It Might Say Inside
1,Bloomberg Campaign Raises Visibility By Pumping $5 Million Into #BloombergIsRacist Hashtag
1,Army Guy Wears Glasses
1,Western Culture Ends
1,Engineer Thinking Bridge For This One
1,"Oscars Replace Orchestral Playouts With Big, Slobbery Saint Bernard To Knock Over Long-Winded Winners"
1,Coronavirus Fears Prompt 200-Foot Surgical Mask To Be Mounted Over Docking Cruise Ship
1,Marie Kondo Folds Self Neatly Into Tiny Box After Long Day Of Work
1,Thai Fishermen Find Iowa Caucus Results In Stomach of Tiger Shark
1,Chicago Adds 90-Story Stack Of Italian Beef To Skyline
1,Iowa Democratic Party Finally Releases Full Caucus Results To Rubble-Strewn Remains Of Des Moines In Year 2186
1,Billboard Super Judgmental Since Converting To Christianity
1,Buttigieg: ‘My Record During My First Term As President Speaks For Itself’
1,Somebody In Mosh Pit All Sweaty
1,3 Million Iowans Finish Gathering Into Middle Of Gymnasium For Start Of Caucuses
1,Baby Delighted By Grandfather Making Silly Faces During Stroke
1,Smart Fridge Fires Beer Into Crowd Of Appliances During Google Home’s Rager In Vacationing Family’s House
1,Exhausted ‘1917’ Cinematographer Still Holding Single Shot Months After Film’s Release
1,Hubble Telescope Reveals Earth Caught In Massive Spider Web Spanning Entire Galaxy
1,‘USA!’ Chants Patriotic Man Envisioning 2-Mile Radius Of His Homogenized Suburb
1,Cow In Really Great Shape
1,Real New Yorker Folds Slice Of Cheesecake In Half Before Eating
1,"Royal Caribbean Vessel Erupts From Mount Saint Helens After 8,000-Mile Cruise Through Center Of Earth"
1,Bolton Pledges To Donate All Proceeds From Book Towards Killing Iranians
1,Amy Klobuchar Enters 18th Minute Of Tense Standoff With Iowa Rally Crowd Who Haven’t Laughed At Her Joke
1,Tragedy Mask Clearly Jealous Of Comedy Mask
1,Taylor Swift’s ‘Lover’ Wins Grammy For Best Children’s Album
1,"‘The Cowboy Thing Is Over,’ Says Lil Nas X Appearing On Red Carpet Dressed As 17th-Century Puritan Minister"
1,Acquaintances At Happy Hour Break Into Cold Sweat As Mutual Friend Announces She Going To Bathroom
1,Trump Woos March For Life Crowd By Kissing Supporter’s Unborn Baby
1,30-Minute Silence In Car Broken With ‘We’re Making Good Time’
1,Recipe Clipping On Fridge Officially Outlives Newspaper It Came From
1,Amazon Reviewer Posts Selfie With Purchased Toaster
1,Underwear-Clad Senators Line Up Before Congressional Doctor To Make Sure They Physically Fit For Impeachment
1,"Jeff Bezos Donates $690,000 Directly Into Australian Fire"
1,Couple Decide They’re Better Off As Siblings
1,Articles Of Impeachment Sent Through Winding Maze Of Pneumatic Tubes On Journey To Senate
1,"Cereal Too Crispy, Needs To Soak"
1,"‘Hey, Remember John Hickenlooper?’ Says Wolf Blitzer To Break Tension From Debate"
1,Increasingly Unwell Harvey Weinstein Arrives To Court As Jar Of Ashes
1,Trump Warns Iran Not To Kill Any Protesters Who U.S. Already Has Dibs On
1,Pine Tree Lying On Curb Struggling To Understand Own Life Cycle
1,Landlord Figures He Can Pass Off Uninhabitable Shithole As ‘Great For Students’
1,Archaeologists Discover Cave With Earliest Known Built-In Shelves
1,Dentist Feels Blessed That He Still Gets Turned On By Teeth After All These Years
1,Zoo Visitors Impressed By Number Of Animals Willing To Eat Change
1,Ravages Of Age Claim Formerly Perky Beer Gut
1,Caroler Who Forgot Lyrics Getting Pretty Far Just Saying ‘Bell’ Every Few Seconds
1,Worker’s Sole Impact On Company Permanent Ban On Alcohol At Holiday Party
1,Adam Driver Storms Out Of Grand Canyon National Park After It Rudely Echoes His Voice Back To Him
1,Mormon Church Accused Of Hoarding Billions In Afterlife Tax Haven
1,Miracle Dumbbell Found In Proper Place On Rack
1,Boeing Rebrands 737 Max With Flame Decals To Attract Risk-Taking Badasses With A Death Wish
1,Conciliatory Follow-Up Text Sent To Mom Just So ‘Don’t Open My Mail’ Aren’t Last Words Ever Said To Her
1,Lucky Teen Lands Job In Fashion Industry
1,Microsoft Unveils New 40-Story-Tall Brutalist Xbox Series X
1,"Graco Recalls 75,000 Infant Car Ejection Seats"
1,Shoe From Goodwill Still Has Foot In It
1,Fans Celebrate Vanna White’s First Show As Guest Wheel
1,Antiques Shop Owner Only Thousands Of Sales Away From Avoiding Bankruptcy
1,Trump Orders National Christmas Tree Be Cut To One Inch Shorter Than He Is
1,Matt Gaetz Solemnly Raises Pistol To Head After Realizing He Used Barron Trump’s Name While Scolding Witness For Using Barron Trump’s Name
1,Woman Tries Reading Shampoo Bottle Directions In French First To Test If She’s Secretly Smart
1,Hands-Off Fantasy Football Player Only Checks Team 132 Times Each Sunday
1,Kamala Harris Supporter Insists Her Inspiring Message Of Something Or Other Will Always Live On
1,Horrifying Series Of Unspeakable Actions Result In $39 Crock-Pot Being Delivered To Man Same Day
1,Mom Changes Words Of Prayer To Be More Cheerful
1,Self-Loathing Slowly Morphing Into Pride As Man Consumes 36th Pig In A Blanket
1,"Computer Not Looking Forward To Having To Replace Man's Repetitive, Mindless Job"
1,‘Do You Mind If I Put You In My TikTok?’ Asks Younger Cousin About To Ruin Your Life
1,Ant Flees Across State Line Carrying Big Crumb
1,Mitt Romney Retires To Fainting Couch After Suggesting Trump May Be Acting Ignobly
1,Disney Attempts To Soften Corporate Image By Introducing New Baby Bob Iger
1,Terrifying New Therapist Asks Why You Chose That Chair
1,Man Checking If Chicken Wings Got Hot Enough In Microwave Like First Responder Searching For Pulse
1,Trump Honors War Criminal With Presidential String Of Human Ears
1,"‘I’ll See You In Hell,’ Says Giuliani Slamming Door On Spirit Of St. Louis In Smithsonian Exhibit"
1,"‘Hey, Are You Gonna Let Me Talk?’ Shouts Rudy Giuliani Debating Fox News Recap Of Sondland Testimony"
1,Trump Tries To Doxx Impeachment Inquiry By Tweeting Address Of Capitol Building
1,"‘I Yield The Remainder Of My Time To You, The Viewer At Home,’ Says Adam Schiff During Impeachment Hearing Before Staring Into Camera For 3 Minutes"
1,Robust UTI Culture The Closest Woman Going To Get To Bringing Life Into World
1,Jim Jordan Arrives In Congress Displaying Even More Casual Look
1,British Media Harshly Condemns Meghan Markle For Prince Andrew’s Defense Of Jeffrey Epstein
1,Trump Declares He’s Healthier Than Ever While Addressing Rally Crowd From Iron Lung
1,"‘I’m In Witness Protection—I Mean, Doctor, I Work At Doctor,’ Says New Neighbor"
1,Husband Returning Late At Night Accidentally Killed By Frightened Google Home
1,Busboy Father Works Hard Every Day To Take Food Off The Table For His Family
1,Sean Spicer Takes Job In Trump Administration To Help Public Forget Humiliating ‘Dancing With The Stars’ Tenure
1,Miscalculating Contestant Rushes To Cross Out ‘Fuck Alex Trebek’ Final Jeopardy Answer After Seeing Goodwill From Previous Contestant
1,Cocky Atom That Started Out In Cosmos-Shattering Supernova Reduced To Humble Role In Urine Puddle
1,Icy Road Conditions Lead To Multi-Deer Pileup On Highway
1,Jim Jordan Condemns Richard Strauss For Masturbating Right Before Big Match
1,Bar Fight De-Escalates After Both Parties Unable To Tear Off T-Shirts
1,Republicans Demand Whistleblower Reveal Their Identity In A Wide Open Field Where There’s A Clear Shot
1,"‘Ooh, Right In The Bean Bag,’ Says Wincing Surgeon Through Every Step Of Vasectomy"
1,"Maintaining The Mystery: To Avoid Spoiling ‘Death Stranding,’ Kojima Productions Has Canceled The Game At The Last Minute"
1,Elite Preschool Boasts 95% Of Graduates Go On To Kindergarten
1,Man Who Has Not Owned Console Since 2009 Thoughtfully Scans Fifth ‘Death Stranding’ Review Of Day
1,MSNBC Poll Finds Support For Bernie Sanders Has Plummeted 2 Points Up
1,Real-Life Van Helsing Runs Over Kid In Vampire Costume
1,Woman Passing Out Candy Unsure Whether To Give Some To Teen Mom Too
1,Apple Introduces Eggplant Emoji Covered In Sores
1,Man Breathes Sigh Of Relief As ‘Apple Recall’ Headline Just About Poisoned Fruit Shipped To 8 States
1,Children’s Book Teaches Valuable Lesson About Being Circle
1,Congress Clears Boeing Of All Wrongdoing After Being Appointed Very Special Junior Pilots
1,Study Finds Global Warming Accelerating Formation Of Polar Fire Caps
1,"Desperate, Cash-Strapped Biden Selling Hand Formerly Shaken By Obama"
1,New Car Already Has That Old McDonald’s Smell
1,Taquitos Finally Hatch After Days Under Heat Lamp
1,Tim Ryan’s Wife Puts On Strained Smile As Former Candidate Spends Dinner Speculating On Whose VP He’ll Be
1,Man Lowers Carbon Footprint By Bringing Reusable Bags Every Time He Buys Gas
1,Walls Of Congress Dissolve Into Endless Blue Void As Zuckerberg Informs Lawmakers There No Way To Escape Facebook
1,Chicago Promises Teachers Union It Will Reduce Class Sizes By Sending More Students To Jail
1,‘So People Could Be Listening To This Conversation Right Now?’ Asks Joe Rogan Trying To Understand Edward Snowden’s Explanation Of Surveillance
1,Kidnapper Pleasantly Surprised To Find Word ‘Ransom’ In Magazine He Cutting Letters Out Of
1,Jimmy Carter Forced To Remove Dozens Of Genital Piercings Before Entering MRI Machine
1,Bus Tour Takes Fans Down Iconic ‘Joker’ Stairs
1,"New ‘Watchmen’ Series Features Bearded, Pretentious Graphic Novelist Constantly Complaining About How New Characters Ruining Everything"
1,Paranoid Trump Surrounded By Completely Unfamiliar Faces Of Immediate Family Members
1,Pete Buttigieg Tries Appealing To Moderate Boomers By Announcing He Doesn’t Agree With His Choice To Be Gay But Respects His Decision
1,Dad Figures Funeral Just As Good A Time As Any To Try Out New Camera Lens
1,Cafe Patron Makes Humiliating Pass Through Lineup Of Empty Milk Carafes
1,Tulsi Gabbard Clearly Vying For Spot On 2020 Election Wikipedia Page
1,Husky 9-Year-Old Claims Hotel Hot Tub As Own
1,Teen Could Go For A Big Huff Of Something Right Now
1,"‘They Can’t Arrest Both Of Us,’ Says Giuliani Handcuffing Himself To Times Square Pikachu"
1,Despondent Trump Drives Golf Cart Into Water Hazard
1,"Trump Retweets Photo Of Supportive ‘Good Job, Donald’ Message He Carved Into Own Forehead"
1,Man Who Constantly Brags About How Great He Is At Oral Tragically Good At It
1,Report: On Second Glance Guy On Bus Not Actually Stanley Tucci
1,Early Signs Of Heart Attack Mistaken For Runner’s High
1,Bag Of Cocaine Mostly Stems
1,Report: Katelyn To Keep Her Headphones In During Entire 2-Hour Drive To Soccer Game
1,Woman Walking Through Woods In Autumn Loves Crunch Of Freshly Fallen Birds Underfoot
1,Grandpa’s Dying Wish Only Legal In Vietnam
1,Sanders Attributes Recovery To Thousands Of Small Blood Donations
1,Restaurant’s Happy Hour Deals Becoming Increasingly Desperate
1,Police Union Decries Egregious Carriage Of Justice In Amber Guyger Murder Conviction
1,Rock Climber Dies Doing What He Was Kind Of Into For 6 Months
1,Chameleon Wishes Environment Would Occasionally Adapt To Him
1,Slide-Whistleblower Complaint Reveals Trump’s Pants Around Ankles
1,Mitch McConnell Dodges Reporter’s Question By Quickly Stepping Into Empty Elevator Shaft
1,Disoriented Amber Guyger Opens Fire After Mistakenly Entering Wrong Courtroom
1,Lindsey Graham Demands To Know How Trump Supposed To Lead Nation Under Such Rampant Accountability
1,Nintendo Releases New ‘Mario Kart’ Sedan Controller
1,Trump Opens Door On Air Force One Again
1,This Just Serves To Illustrate Science Teacher’s Point About Safety
1,Trump Approval Rating Surges To 98% Immediately Following Nancy Pelosi Opening Impeachment Proceedings
1,Veterinarian Keeps Trying To Upsell Woman On Keeping Pet Alive
1,Aging Mother Threatens To Get Some Sperm And Shoot It In Daughter’s Womb Herself If She Doesn't Hurry The Fuck Up
1,"Feeble, Wrinkled Greta Thunberg Ages Decades After Spending Excruciating Hour Pleading With World Leaders"
1,"‘All In Service To The Crown,’ Chant Prostrate Phoebe Waller-Bridge, John Oliver, Jodie Comer Dutifully Surrendering Emmy Statuettes To Queen Elizabeth"
1,Song Over Opening Credits Actually Playing On Lead Character’s Radio This Entire Time
1,Science Class Learning About Harmful Effects Of Sugary Sodas By Submerging Classmate In Coca-Cola For A Week
1,Trump Orders Presidential Motorcade To Take Detour Through Homeless Encampment
1,Escalator Handrail Scorching Hot
1,Mike Pompeo Appears With Families Of Lost Saudi Oil To Call For Justice
1,Patrick Stewart Spends Morning Shaving Beautiful Golden Locks That Grow On Head Every Night
1,Grandpa Asks Server If They Can Break A Two
1,"Kavanaugh Denies New Sexual Misconduct Claim During Emotional, Pants-Less Press Conference"
1,Report: Chucking A Baseball 99 MPH Past Highway Radar Speed Sign Remains Best Indication That You Still Got The Goods
1,Biden Complains Moderators Keep Giving Him Ample Time To Speak
1,Harris Campaign Appeals To Middle-American Voters With New Buffalo Ranch Candidate
1,U-Haul Introduces New Catapult Rental Service
1,Huge Box Of Extra Organs Left On Curb Outside Hospital
1,City’s Alcoholism Rebranded As Culture
1,John Bolton Consoles Self That At Least He Didn’t Help To Make World Safer Place
1,Connoisseur Only One Not Enjoying Wine
1,Teenager Walks 30 Feet Ahead So Onlookers Don’t Think He’s In Florence With His Parents
1,Trump Inadvertently Saves Life Of Yemeni Family After Appropriating Pentagon Money For Border Wall
1,Blast From The Past: This Building Kind Of Looks Like A GameCube
1,Scholar Wishes Someone Would Refer To Him As Preeminent
1,Biden Declares Self Only Candidate Who Can Defeat George Bush In 1988 Election
1,Ed Sheeran Announces Plan To Give Public Well-Deserved Break From His Music
1,New 23andMe Feature Connects Users To Others Who Share Genetic Tendency To Get Billed For $199
1,"Diplo Launches New House Music Label That You Should Totally Send Your Tapes To, Seriously, You Never Know"
1,Sarah Huckabee Sanders To Join Fox News As American Flag
1,"Glassy-Eyed, Disoriented Prosecutor Unexpectedly Drops Lawsuit Against Sackler Family"
1,House Wayans And Means Committee Approves $50 Million In Funding For ‘White Chicks’ Sequel
1,Flight Attendant Annoyed By Lizzo Attempting To Stuff Giant Inflatable Ass Into Overhead Compartment
1,Trump Vows To Eat All Surplus Pork Products China Refuses To Import
1,Confused Biden Tells Rambling Anecdote About Working-Class Single Hammer
1,Every Ingredient In Recipe Substituted To Avoid Trip To Store
1,Idiot Walking Around With Fly Open
1,Trump Attempts To Ease Tensions With Jewish Community By Noting He Also Would've Murdered Christ
1,Woman Starting To Worry She Turning Into Mother Teresa
1,"Popeyes Escalates Chick-Fil-A Rivalry With New Sandwich Featuring Dan Cathy’s Battered, Fried Loved Ones"
1,White Supremacist Writing Manifesto Wonders If He Relying Too Much On Easy Racial Stereotypes
1,"Report: Ugh, Trail Mix All Raisins, Almonds, Dried Cranberries, Chocolate Chips, Cashews, Sunflower Seeds"
1,Medal Of Honor Imprint Burned Into Donald Trump’s Chest After Curious President Places It Around Own Neck
1,Tearful Daniel Pantaleo Embraces Family In Loving Chokehold After Returning Home From Station
1,New Perdue Farm Policy Lets Livestock Wear Jeans On Casual Fridays
1,Happy Bride And Groom Set Ablaze At Viking Wedding
1,NYPD Tickets Dead Cyclist For Obstructing Bike Lane
1,Hundreds Of New York Priests Plead For Sanctuary At St. Patrick’s Cathedral After Sex Abuse Statute Of Limitations Lifted
1,Five-Dollar-Deal-Of-Day Poster Last Ghostly Vestige Of Closed Quiznos
1,Band Blows Entire Spotify Royalty Check On Cocaine
1,Solitary Pretzel Rolling Through Ghost Town All That Remains From 1800s California Rold Gold Rush
1,Trump Campaign Denies Doctoring Photos Showing Him Speaking To 1.8 Million Shooting Victims At Dayton Hospital
1,Rod Blagojevich Trying To Sell Presidential Commutation To Cellmate For $2.8 Million
1,Badass Pilot Slides Across Hood Of Plane Before Diving Through Window Into Cockpit Seat
1,Tucker Carlson Insists Every White Supremacist In America Could Fit In Stadium But That Tickets To TuckerCon Won’t Last
1,"‘Things Will Never Be As Good In Real Life As They Are On TV,’ Sighs Man Watching Sated Cartoon Character Pull Entire Fish Skeleton Out Of Mouth"
1,Painting Hanging In Thrift Store Must Be Founder Of The Salvation Army
1,Pervert At Pool Whistling At People In Swimsuits All Day
1,John Delaney Warns Universal Healthcare Not As Feasible As Just Letting Lots Of People Die
1,Car's Bumper Stickers Betray A Confusing Hodgepodge Of Sports Loyalties
1,"Hacked Equifax Customer Receives 10,000 Stolen Social Security Numbers As Share Of Class Action Settlement"
1,"Stephen A. Smith: ‘Carmelo Anthony Deserves To Be Buried In An Unmarked Grave, Forgotten By Time’"
1,Lollapalooza Introduces Eco-Friendly Initiative Making Plastic Water Bottles Too Expensive To Afford
1,Jay Inslee’s Head Explodes After New Fracture Forms In Greenland Ice Sheet
1,De Blasio Appealing To Rural Voters By Touting Destruction Of New York City Under His Watch
1,CNN Publishes Winners And Losers Of Wednesday Night Debate 45 Minutes Before Broadcast
1,Nation’s Middle School Boyfriends Announce You Can Touch It If You Like
1,"Sanders, Warren Devolve Into Screaming Match After Discovering Insurmountable Divide On Wildlife Management Policy"
1,John Delaney Befuddled By Question Asking Him To Imagine Himself As President
1,Debate Set Clearly Painted-Over Props From Production Of ‘James And The Giant Peach’
1,"BREAKING: Mute Button On Ad Opens Second, Louder Ad"
1,Police Apprehend Man For Repeatedly Failing To Pay For Subway
1,"Sincere Email To Coworker Drafted, Reconsidered, Deleted"
1,Lifeguard Going To Let Drowning Kid Who Received 3 Verbal Warnings Flail Around For A Bit Before Diving In
1,‘Space Jam 2’ Taps Mahershala Ali To Play LeBron James
1,Thousands Of Polar Bears Washing Up On Nation’s Beaches
1,Nemesis Has Wikipedia Page
1,Foreign Candy Has Unrecognizable Fruit On Label
1,Weather Channel Correspondent Paddling Boat Through Melted Sidewalk To Show Off Extent Of Heat Wave
1,Pube-Riddled Razor Laid To Rest Following Long Battle With Bikini Line
1,"Sweating, Beet-Red Child Descends From Treehouse Assuring Everyone It Not Too Hot To Play Up There"
1,Federal Officials Investigating Man Posting Racist Attacks Online Armed With Millions Of Explosives
1,Mom Saving Baby Pictures For Child To Use On Rap Album Cover
1,Moon Receives Standing Ovation At Apollo 11 Anniversary Event
1,Woman Not So Lactose Intolerant When Boyfriend Out Of Town
1,Panicked Tree Freezes In Headlights As Car Barrels Toward It
1,Trump Supporters Worried Racist Attacks Against Progressive Democrats Just Talk
1,Sun Still Shining And People Laughing As Though Rip Torn Isn’t Dead
1,"Mike Pence Assures Detained Children That They Will Have Safe, Sanitary Conditions In Heaven"
1,Lucky Bar Mitzvah Boy Gets To Be Picture For ‘Bar Mitzvah’ Wikipedia Page
1,"U.S. Soccer Federation Argues It Ridiculous For Female Players To Expect Same Pay As Huge Stars Like Daniel Lovitz, Djordje Mihailovic"
1,Family Creeped Out By Alexa Playing Back Conversations They Haven’t Even Had Yet
1,Fork Section Of Cutlery Drawer Overrun By Invasive Soup Spoons
1,Swalwell Satisfied With Campaign Sparking Important Conversation About Hopeless Candidates Who Waste Everyone’s Time
